,day,time,room
3074,Fr,01:30PM - 02:50PM,"Rm 2503, Lift 25-26 (87)"
3075,Fr,01:30PM - 02:50PM,"Rm 2503, Lift 25-26 (87)"
3076,We,01:30PM - 02:50PM,"Rm 2503, Lift 25-26 (87)"
3077,Fr,01:30PM - 02:50PM,"Rm 2503, Lift 25-26 (87)"
3078,Fr,01:30PM - 02:50PM,"Rm 2503, Lift 25-26 (87)"
3079,Tu,12:00PM - 01:20PM,"Rm 2502, Lift 25-26 (120)"
3080,Th,12:00PM - 01:20PM,"Rm 2502, Lift 25-26 (120)"
3081,Tu,12:00PM - 01:20PM,"Rm 2502, Lift 25-26 (120)"
3082,Th,12:00PM - 01:20PM,"Rm 2502, Lift 25-26 (120)"
3083,Tu,01:30PM - 04:20PM,"Rm 2406, Lift 17-18 (76)"
3084,Th,05:00PM - 06:50PM,Lecture Theater F (134)
3085,Mo,10:30AM - 12:20PM,"Rm 6591, Lift 31-32 (88)"
3086,We,10:30AM - 12:20PM,"Rm 6591, Lift 31-32 (88)"
3087,We,10:30AM - 12:20PM,"Rm 6591, Lift 31-32 (88)"
3088,Mo,10:30AM - 12:20PM,"Rm 6591, Lift 31-32 (88)"
3089,We,10:30AM - 12:20PM,"Rm 6591, Lift 31-32 (88)"
3090,We,10:30AM - 12:20PM,"Rm 6591, Lift 31-32 (88)"
3091,Tu,07:30PM - 10:20PM,"Rm 2463, Lift 25-26 (42)"
3092,Th,07:30PM - 10:20PM,Lecture Theater E (143)
3093,Tu,07:30PM - 10:20PM,"Rm 1104, Acad Concourse (120)"
3094,Tu,07:30PM - 10:20PM,Lecture Theater F (134)
3095,Tu,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
3096,Th,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
3097,Tu,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
3098,Th,10:30AM - 11:50AM,"G012, LSK Bldg (199)"
3099,Mo,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
3100,We,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
3101,We,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
3102,Mo,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
3103,We,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
3104,We,09:00AM - 10:20AM,"Rm 1009, LSK Bldg (80)"
3105,Tu,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3106,Th,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3107,Tu,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3108,Th,04:30PM - 05:50PM,"Rm 1001, LSK Bldg (70)"
3109,Tu,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3110,Th,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3111,Tu,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3112,Th,12:00PM - 01:20PM,"Rm 1003, LSK Bldg (70)"
3113,Tu,01:30PM - 02:50PM,"Rm 1003, LSK Bldg (70)"
3114,Th,01:30PM - 02:50PM,"Rm 1003, LSK Bldg (70)"
3115,Tu,01:30PM - 02:50PM,"Rm 1003, LSK Bldg (70)"
3116,Th,01:30PM - 02:50PM,"Rm 1003, LSK Bldg (70)"
3117,Tu,03:00PM - 04:20PM,"Rm 1003, LSK Bldg (70)"
3118,Th,03:00PM - 04:20PM,"Rm 1003, LSK Bldg (70)"
3119,Tu,03:00PM - 04:20PM,"Rm 1003, LSK Bldg (70)"
3120,Th,03:00PM - 04:20PM,"Rm 1003, LSK Bldg (70)"
3121,Tu,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3122,Th,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3123,Tu,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3124,Th,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3125,Mo,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3126,We,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3127,We,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3128,Mo,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3129,We,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3130,We,12:00PM - 01:20PM,"Rm 1001, LSK Bldg (70)"
3131,Tu,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3132,Th,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3133,Tu,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3134,Th,09:00AM - 10:20AM,"Rm 1003, LSK Bldg (70)"
3135,Tu,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3136,Th,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3137,Tu,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3138,Th,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3139,Tu,07:00PM - 08:50PM,"G021, LSK Bldg"
3140,Tu,07:00PM - 08:50PM,"G005, LSK Bldg"
3141,We,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3142,Fr,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3143,Fr,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3144,We,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3145,Fr,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3146,Fr,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3147,Th,07:00PM - 07:50PM,"Rm 1007, LSK Bldg (80)"
3148,Tu,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3149,Th,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3150,Tu,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3151,Th,03:00PM - 04:20PM,"Rm 1005, LSK Bldg (70)"
3152,Tu,01:30PM - 02:50PM,"Rm 1005, LSK Bldg (70)"
3153,Th,01:30PM - 02:50PM,"Rm 1005, LSK Bldg (70)"
3154,Tu,01:30PM - 02:50PM,"Rm 1005, LSK Bldg (70)"
3155,Th,01:30PM - 02:50PM,"Rm 1005, LSK Bldg (70)"
3156,Tu,04:30PM - 05:50PM,"Rm 1005, LSK Bldg (70)"
3157,Th,04:30PM - 05:50PM,"Rm 1005, LSK Bldg (70)"
3158,Tu,04:30PM - 05:50PM,"Rm 1005, LSK Bldg (70)"
3159,Th,04:30PM - 05:50PM,"Rm 1005, LSK Bldg (70)"
3160,Tu,06:00PM - 06:50PM,"G012, LSK Bldg (199)"
3161,Tu,06:00PM - 06:50PM,"G012, LSK Bldg (199)"
3162,Tu,06:00PM - 06:50PM,"G012, LSK Bldg (199)"
3163,Tu,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3164,Th,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3165,Tu,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3166,Th,03:00PM - 04:20PM,"Rm 1001, LSK Bldg (70)"
3167,Mo,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3168,We,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3169,We,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3170,Mo,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3171,We,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3172,We,12:00PM - 01:20PM,"Rm 1005, LSK Bldg (70)"
3173,Mo,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3174,We,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3175,We,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3176,Mo,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3177,We,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3178,We,09:00AM - 10:20AM,"Rm 1005, LSK Bldg (70)"
3179,Mo,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3180,We,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3181,We,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3182,Mo,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3183,We,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3184,We,10:30AM - 11:50AM,"Rm 1005, LSK Bldg (70)"
3185,Tu,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3186,Th,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3187,Tu,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3188,Th,10:30AM - 11:50AM,"Rm 1003, LSK Bldg (70)"
3189,Th,06:00PM - 06:50PM,"Rm 1007, LSK Bldg (80)"
3190,Tu,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3191,Th,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3192,Tu,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3193,Th,04:30PM - 05:50PM,"Rm 1103, Acad Concourse (100)"
3194,Tu,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3195,Th,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3196,Tu,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3197,Th,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3198,Mo,09:00AM - 10:20AM,"Rm 1001, LSK Bldg (70)"
3199,We,09:00AM - 10:20AM,"Rm 1001, LSK Bldg (70)"
3200,We,09:00AM - 10:20AM,"Rm 1001, LSK Bldg (70)"
3201,Mo,09:00AM - 10:20AM,"Rm 1001, LSK Bldg (70)"
3202,We,09:00AM - 10:20AM,"Rm 1001, LSK Bldg (70)"
3203,We,09:00AM - 10:20AM,"Rm 1001, LSK Bldg (70)"
3204,Mo,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3205,We,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3206,We,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3207,Mo,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3208,We,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3209,We,10:30AM - 11:50AM,"Rm 1001, LSK Bldg (70)"
3210,Th,07:00PM - 10:20PM,TBA
3211,Th,02:00PM - 05:20PM,"Rm 2003, LSK Bldg"
3212,Tu,07:00PM - 10:20PM,TBA
3213,Tu,01:30PM - 04:20PM,"Rm 1032, LSK Bldg (45)"
3214,Mo,10:30AM - 11:50AM,Rm 3209A
3215,We,10:30AM - 11:50AM,Rm 3209A
3216,We,10:30AM - 11:50AM,Rm 3209A
3217,Mo,10:30AM - 11:50AM,Rm 3209A
3218,We,10:30AM - 11:50AM,Rm 3209A
3219,We,10:30AM - 11:50AM,Rm 3209A
3220,Mo,10:30AM - 11:50AM,TBA
3221,We,10:30AM - 11:50AM,TBA
3222,We,10:30AM - 11:50AM,TBA
3223,Mo,10:30AM - 11:50AM,TBA
3224,We,10:30AM - 11:50AM,TBA
3225,We,10:30AM - 11:50AM,TBA
3226,Mo,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3227,We,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3228,Fr,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3229,We,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3230,Fr,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3231,Mo,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3232,We,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3233,Fr,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3234,We,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3235,Fr,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3236,Mo,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3237,We,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3238,Fr,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3239,We,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3240,Fr,12:00PM - 12:50PM,"Rm 4620, Lift 31-32 (126)"
3241,Mo,12:00PM - 01:20PM,Lecture Theater F (134)
3242,We,12:00PM - 01:20PM,Lecture Theater F (134)
3243,We,12:00PM - 01:20PM,Lecture Theater F (134)
3244,Mo,12:00PM - 01:20PM,Lecture Theater F (134)
3245,We,12:00PM - 01:20PM,Lecture Theater F (134)
3246,We,12:00PM - 01:20PM,Lecture Theater F (134)
3247,We,01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)"
3248,Fr,01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)"
3249,Fr,01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)"
3250,We,01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)"
3251,Fr,01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)"
3252,Fr,01:30PM - 02:50PM,"Rm 2502, Lift 25-26 (120)"
3253,Mo,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
3254,We,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
3255,We,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
3256,Mo,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
3257,We,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
3258,We,09:00AM - 10:20AM,"Rm 2306, Lift 17-18 (111)"
3259,Mo,10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)"
3260,We,10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)"
3261,We,10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)"
3262,Mo,10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)"
3263,We,10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)"
3264,We,10:30AM - 11:50AM,"Rm 2306, Lift 17-18 (111)"
3265,Tu,10:30AM - 11:50AM,"Rm 2407, Lift 17-18 (126)"
3266,Th,10:30AM - 11:50AM,"Rm 2407, Lift 17-18 (126)"
3267,Tu,10:30AM - 11:50AM,"Rm 2407, Lift 17-18 (126)"
3268,Th,10:30AM - 11:50AM,"Rm 2407, Lift 17-18 (126)"
3269,Tu,04:30PM - 05:50PM,"Rm 2464, Lift 25-26 (122)"
3270,Th,04:30PM - 05:50PM,"Rm 2464, Lift 25-26 (122)"
3271,Tu,04:30PM - 05:50PM,"Rm 2464, Lift 25-26 (122)"
3272,Th,04:30PM - 05:50PM,"Rm 2464, Lift 25-26 (122)"
3273,Tu,03:00PM - 04:20PM,"Rm 2464, Lift 25-26 (122)"
3274,Th,03:00PM - 04:20PM,"Rm 2464, Lift 25-26 (122)"
3275,Tu,03:00PM - 04:20PM,"Rm 2464, Lift 25-26 (122)"
3276,Th,03:00PM - 04:20PM,"Rm 2464, Lift 25-26 (122)"
3277,Tu,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3278,Th,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3279,Tu,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3280,Th,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3281,Tu,01:30PM - 02:50PM,"Rm 2306, Lift 17-18 (111)"
3282,Th,01:30PM - 02:50PM,"Rm 2306, Lift 17-18 (111)"
3283,Tu,01:30PM - 02:50PM,"Rm 2306, Lift 17-18 (111)"
3284,Th,01:30PM - 02:50PM,"Rm 2306, Lift 17-18 (111)"
3285,Tu,07:00PM - 07:50PM,"Rm 2302, Lift 17-18 (74)"
3286,Tu,04:30PM - 05:20PM,"Rm 1410, Lift 25-26 (60)"
3287,Th,06:00PM - 06:50PM,"Rm 2304, Lift 17-18 (76)"
3288,Tu,03:00PM - 03:50PM,"Rm 2304, Lift 17-18 (76)"
3289,Tu,06:00PM - 06:50PM,"Rm 1511, Lift 27-28 (42)"
3290,Th,06:00PM - 06:50PM,"Rm 2302, Lift 17-18 (74)"
3291,Tu,04:30PM - 05:20PM,"Rm 4502, Lift 25-26 (60)"
3292,Tu,03:00PM - 03:50PM,"Rm 1511, Lift 27-28 (42)"
3293,Tu,06:00PM - 06:50PM,"Rm 2306, Lift 17-18 (111)"
3294,Th,05:30PM - 06:20PM,"Rm 1511, Lift 27-28 (42)"
3295,Th,04:30PM - 05:20PM,"Rm 1511, Lift 27-28 (42)"
3296,Tu,06:00PM - 06:50PM,"Rm 4503, Lift 25-26 (64)"
3297,Th,06:00PM - 06:50PM,"Rm 2406, Lift 17-18 (76)"
3298,Tu,06:00PM - 06:50PM,"Rm 2304, Lift 17-18 (76)"
3299,Tu,05:30PM - 06:20PM,"Rm 2406, Lift 17-18 (76)"
3300,Th,03:30PM - 04:20PM,"Rm 4503, Lift 25-26 (64)"
3301,Tu,04:30PM - 05:20PM,"Rm 2406, Lift 17-18 (76)"
3302,Tu,03:00PM - 04:20PM,"Rm 2306, Lift 17-18 (111)"
3303,Th,03:00PM - 04:20PM,"Rm 2306, Lift 17-18 (111)"
3304,Tu,03:00PM - 04:20PM,"Rm 2306, Lift 17-18 (111)"
3305,Th,03:00PM - 04:20PM,"Rm 2306, Lift 17-18 (111)"
3306,Tu,06:00PM - 06:50PM,"Rm 2302, Lift 17-18 (74)"
3307,Tu,09:00AM - 10:20AM,"Rm 2502, Lift 25-26 (120)"
3308,Th,09:00AM - 10:20AM,"Rm 2502, Lift 25-26 (120)"
3309,Tu,09:00AM - 10:20AM,"Rm 2502, Lift 25-26 (120)"
3310,Th,09:00AM - 10:20AM,"Rm 2502, Lift 25-26 (120)"
3311,Tu,04:30PM - 05:50PM,"Rm 2502, Lift 25-26 (120)"
3312,Th,04:30PM - 05:50PM,"Rm 2502, Lift 25-26 (120)"
3313,Tu,04:30PM - 05:50PM,"Rm 2502, Lift 25-26 (120)"
3314,Th,04:30PM - 05:50PM,"Rm 2502, Lift 25-26 (120)"
3315,Tu,04:30PM - 05:20PM,"Rm 2463, Lift 25-26 (42)"
3316,Th,06:00PM - 06:50PM,"Rm 2463, Lift 25-26 (42)"
3317,Th,09:30AM - 10:20AM,"Rm 1033, LSK Bldg (50)"
3318,Tu,04:30PM - 05:50PM,"Rm 4619, Lift 31-32 (126)"
3319,Th,04:30PM - 05:50PM,"Rm 4619, Lift 31-32 (126)"
3320,Tu,04:30PM - 05:50PM,"Rm 4619, Lift 31-32 (126)"
3321,Th,04:30PM - 05:50PM,"Rm 4619, Lift 31-32 (126)"
3322,Tu,12:00PM - 01:20PM,Lecture Theater C (213)
3323,Th,12:00PM - 01:20PM,Lecture Theater C (213)
3324,Tu,12:00PM - 01:20PM,Lecture Theater C (213)
3325,Th,12:00PM - 01:20PM,Lecture Theater C (213)
3326,Tu,09:30AM - 10:20AM,"Rm 5562, Lift 27-28 (30)"
3327,Tu,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3328,Th,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3329,Tu,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3330,Th,12:00PM - 01:20PM,"Rm 1104, Acad Concourse (120)"
3331,Th,12:30PM - 01:20PM,"Rm 2464, Lift 25-26 (122)"
3332,Tu,03:00PM - 04:20PM,"Rm 1103, Acad Concourse (100)"
3333,Th,03:00PM - 04:20PM,"Rm 1103, Acad Concourse (100)"
3334,Tu,03:00PM - 04:20PM,"Rm 1103, Acad Concourse (100)"
3335,Th,03:00PM - 04:20PM,"Rm 1103, Acad Concourse (100)"
3336,Th,01:00PM - 01:50PM,"G009B, CYT Bldg (70)"
3337,Tu,09:00AM - 10:20AM,"G010, CYT Bldg (140)"
3338,Th,09:00AM - 10:20AM,"G010, CYT Bldg (140)"
3339,Tu,09:00AM - 10:20AM,"G010, CYT Bldg (140)"
3340,Th,09:00AM - 10:20AM,"G010, CYT Bldg (140)"
3341,Tu,06:00PM - 06:50PM,"Rm 2463, Lift 25-26 (42)"
3342,Tu,02:00PM - 02:50PM,"Rm 1511, Lift 27-28 (42)"
3343,Tu,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
3344,Th,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
3345,Tu,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
3346,Th,09:00AM - 10:20AM,"Rm 5619, Lift 31-32 (98)"
3347,Tu,12:00PM - 12:50PM,"Rm 4502, Lift 25-26 (60)"
3348,Th,01:30PM - 02:20PM,"Rm 6602, Lift 31-32 (60)"
3349,Tu,01:30PM - 02:50PM,"Rm 2304, Lift 17-18 (76)"
3350,Th,01:30PM - 02:50PM,"Rm 2304, Lift 17-18 (76)"
3351,Tu,01:30PM - 02:50PM,"Rm 2304, Lift 17-18 (76)"
3352,Th,01:30PM - 02:50PM,"Rm 2304, Lift 17-18 (76)"
3353,Tu,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3354,Th,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3355,Tu,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3356,Th,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3357,We,01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)"
3358,Fr,01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)"
3359,Fr,01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)"
3360,We,01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)"
3361,Fr,01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)"
3362,Fr,01:30PM - 02:50PM,"Rm 2464, Lift 25-26 (122)"
3363,Tu,06:00PM - 06:50PM,"Rm 1033, LSK Bldg (50)"
3364,Tu,07:00PM - 07:50PM,"Rm 1034, LSK Bldg (80)"
3365,Mo,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3366,We,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3367,We,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3368,Mo,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3369,We,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3370,We,10:30AM - 11:50AM,"Rm 2406, Lift 17-18 (76)"
3371,Tu,06:00PM - 06:50PM,"Rm 4504, Lift 25-26 (54)"
3372,Tu,12:00PM - 01:20PM,"Rm 4503, Lift 25-26 (64)"
3373,Th,12:00PM - 01:20PM,"Rm 4503, Lift 25-26 (64)"
3374,Tu,12:00PM - 01:20PM,"Rm 4503, Lift 25-26 (64)"
3375,Th,12:00PM - 01:20PM,"Rm 4503, Lift 25-26 (64)"
3376,Tu,10:30AM - 11:50AM,"Rm 2404, Lift 17-18 (81)"
3377,Th,10:30AM - 11:50AM,"Rm 2404, Lift 17-18 (81)"
3378,Tu,10:30AM - 11:50AM,"Rm 2404, Lift 17-18 (81)"
3379,Th,10:30AM - 11:50AM,"Rm 2404, Lift 17-18 (81)"
3380,Tu,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
3381,Th,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
3382,Tu,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
3383,Th,09:00AM - 10:20AM,"Rm 1409, Lift 25-26 (60)"
3384,Tu,06:00PM - 06:50PM,"Rm 6602, Lift 31-32 (60)"
3385,Mo,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3386,We,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3387,We,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3388,Mo,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3389,We,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3390,We,12:00PM - 01:20PM,"Rm 4619, Lift 31-32 (126)"
3391,We,01:30PM - 02:50PM,"Rm 6602, Lift 31-32 (60)"
3392,Fr,01:30PM - 02:50PM,"Rm 6602, Lift 31-32 (60)"
3393,Fr,01:30PM - 02:50PM,"Rm 6602, Lift 31-32 (60)"
3394,We,01:30PM - 02:50PM,"Rm 6602, Lift 31-32 (60)"
3395,Fr,01:30PM - 02:50PM,"Rm 6602, Lift 31-32 (60)"
3396,Fr,01:30PM - 02:50PM,"Rm 6602, Lift 31-32 (60)"
3397,Th,07:00PM - 07:50PM,"Rm 2302, Lift 17-18 (74)"
3398,Tu,12:00PM - 01:20PM,"Rm 2503, Lift 25-26 (87)"
3399,Th,12:00PM - 01:20PM,"Rm 2503, Lift 25-26 (87)"
3400,Tu,12:00PM - 01:20PM,"Rm 2503, Lift 25-26 (87)"
3401,Th,12:00PM - 01:20PM,"Rm 2503, Lift 25-26 (87)"
3402,Mo,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3403,We,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3404,Fr,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3405,We,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3406,Fr,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3407,Mo,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3408,We,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3409,Fr,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3410,We,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3411,Fr,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3412,Mo,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3413,We,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3414,Fr,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3415,We,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3416,Fr,09:30AM - 10:20AM,"Rm 2463, Lift 25-26 (42)"
3417,Tu,04:30PM - 05:50PM,"Rm 2304, Lift 17-18 (76)"
3418,Th,04:30PM - 05:50PM,"Rm 2304, Lift 17-18 (76)"
3419,Tu,04:30PM - 05:50PM,"Rm 2304, Lift 17-18 (76)"
3420,Th,04:30PM - 05:50PM,"Rm 2304, Lift 17-18 (76)"
3421,Tu,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3422,Th,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3423,Tu,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3424,Th,10:30AM - 11:50AM,"Rm 1104, Acad Concourse (120)"
3425,Tu,06:00PM - 06:50PM,"Rm 1009, LSK Bldg (80)"
3426,Tu,09:00AM - 10:20AM,"Rm 1511, Lift 27-28 (42)"
3427,Th,09:00AM - 10:20AM,"Rm 1511, Lift 27-28 (42)"
3428,Tu,09:00AM - 10:20AM,"Rm 1511, Lift 27-28 (42)"
3429,Th,09:00AM - 10:20AM,"Rm 1511, Lift 27-28 (42)"
3430,Mo,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3431,We,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3432,We,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
3433,Mo,10:30AM - 11:50AM,"Rm 2463, Lift 25-26 (42)"
